Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2009,26,32.443364559486525,28.394164205201054,36.90802950432893,Total
2010,26,33.72015905841003,29.596941185557313,38.257088970050155,Total
2011,26,32.029662724937126,28.073254300483462,36.38745665651581,Total
2012,26,31.846830355745425,27.89679034579344,36.19941201424011,Total
2013,26,26.060704983218276,22.486687365306274,30.041355220182677,Total
2014,26,20.5266006083338,17.41269334437074,24.036685698340854,Total
2015,26,20.554819971810534,17.436631800229534,24.069730622994477,Total
2000,27,22.00692041522491,18.719188710402634,25.70587542450539,Total
2001,27,24.596638052068485,20.943977660360634,28.703131813473302,Total
2002,27,31.922684509986794,27.69214035163103,36.61676429314499,Total
2003,27,33.5506904378927,29.156005789623556,38.420765703413885,Total
2004,27,35.7264625418644,31.151131530721294,40.78464833510505,Total
2005,27,40.82511382392575,35.97684482384294,46.14462331814787,Total
2006,27,32.52882663026607,28.363002794134676,37.134288157255895,Total
2007,27,36.152532980462276,31.883314052403822,40.834174878683015,Total
2008,27,33.345924533053285,29.268467134844723,37.83250249323557,Total
2009,27,36.05357814227275,31.780035713233133,40.74164794977984,Total
2010,27,34.80817368030565,30.634806431535356,39.39141473114871,Total
2011,27,30.412658301342443,26.526399170178856,34.70806567636126,Total
2012,27,33.08700396503852,29.073288780553117,37.49996686987958,Total
2013,27,27.994347035236363,24.31042522858407,32.07880552682757,Total
2014,27,24.49029572032082,21.043137019470635,28.341071845246788,Total
2015,27,20.016961741264968,16.961290160869815,23.464124646751948,Total
2000,28,16.977928692699493,14.185014848977932,20.15991164767885,Total
2001,28,21.687705656182363,18.366504367127888,25.435920471654526,Total
2002,28,33.06079563295573,28.82684486508233,37.741573826091724,Total
2003,28,37.22628639217043,32.6743479174363,42.23495352032256,Total
2004,28,37.49881332869213,32.87629565818105,42.58925046981836,Total
2005,28,38.056294654444066,33.384076169666535,43.199373495206174,Total
2006,28,38.10957679550213,33.46821923382582,43.214611793031445,Total
2007,28,34.581110867332036,30.326929812585,39.264971443956846,Total
2008,28,34.72546296042121,30.577973122149732,39.27858728313848,Total
2009,28,32.67413046313521,28.654546843341357,37.099698864882214,Total
2010,28,32.225317205000046,28.22005110686116,36.63967578585204,Total
2011,28,35.10190479052221,30.941167155260437,39.66622790389134,Total
2012,28,30.16491531096722,26.3018272062032,34.43569207487011,Total
2013,28,29.70557873456923,25.917975217191348,33.89098999621733,Total
2014,28,20.015663264003912,16.93088068740451,23.499897828093342,Total
2015,28,20.604839578530026,17.46929141596052,24.140708712666537,Total
2000,29,16.723679209426074,13.992564097081267,19.832149805151015,Total
2001,29,22.573823883377642,19.270389945310605,26.28106723881245,Total
2002,29,29.875802023018593,25.971476682480308,34.201408991077116,Total
2003,29,29.259845340817485,25.306717744755563,33.65538661467317,Total
2004,29,33.729077669977,29.428458774037175,38.48138573932431,Total
2005,29,38.266867244955975,33.643014700800926,43.34869340923426,Total
2006,29,40.46601795561913,35.67846501983014,45.71700888964587,Total
2007,29,37.8918572555205,33.30432348220847,42.93473912660937,Total
2008,29,34.027416375479675,29.841351022000673,38.636281449159796,Total
2009,29,29.52248402452679,25.724889759335074,33.72280230609724,Total
2010,29,29.834027878542962,26.021708609587158,34.04771094781789,Total
2011,29,32.26166524642739,28.284736260047517,36.641163273884665,Total
2012,29,31.715610341739104,27.7736954157988,36.06014714702124,Total
2013,29,27.270472382137427,23.61298039030785,31.33401134712468,Total
2014,29,22.428319491411155,19.164993836801266,26.088016309969852,Total
2015,29,25.12439232868554,21.670019299917147,28.9728870209382,Total
2000,30,19.783024888321634,16.791212783634812,23.154168153229794,Total
2001,30,19.30642335283811,16.301836425781502,22.704330744199908,Total
2002,30,19.799617026585732,16.718276200706573,23.284325913945676,Total
2003,30,25.08119505517863,21.522223547384048,29.060613752374298,Total
2004,30,30.070128899626802,26.0661245516962,34.515141164601225,Total
2005,30,36.17181612660136,31.7399138045789,41.04937836155197,Total
2006,30,32.18543716253186,27.97927667809847,36.84544766711984,Total
2007,30,35.1406563337519,30.698696816508775,40.04475233357865,Total
2008,30,31.757126359934357,27.597374239616663,36.36685550621959,Total
2009,30,32.69541881982276,28.614760008188295,37.194769988970236,Total
2010,30,30.14275229010574,26.316089104365094,34.3694182081826,Total
2011,30,30.866527205676206,26.997909655257338,35.13390586874982,Total
2012,30,31.265590314735746,27.355197468195655,35.57812479887804,Total
2013,30,31.19718520005534,27.295347793166965,35.5002844100518,Total
2014,30,25.372228322772937,21.85681556892732,29.292146321629126,Total
2015,30,18.955888454538343,15.976403911826582,22.329763064721345,Total
2000,31,21.078735275883446,18.02915324982702,24.496400976661235,Total
2001,31,17.860284591639257,14.964419770067117,21.153053666311255,Total
2002,31,23.86140871956517,20.511705274319233,27.602166402163196,Total
2003,31,22.450544560949847,19.165151212712594,26.13754205767263,Total
2004,31,25.012046762635674,21.462887259509596,28.980494291686476,Total
2005,31,29.621420560802758,25.667719194709345,34.0117351165427,Total
2006,31,29.448608441137168,25.47971939803474,33.86047904929079,Total
2007,31,32.533189963281785,28.310576125669296,37.20802476201831,Total
2008,31,32.87503781401063,28.60805416616819,37.59899420919263,Total
2009,31,30.934804522215718,26.844831793657498,35.47175238479564,Total
2010,31,28.83692927496926,25.024322208863946,33.066199401550605,Total
2011,31,34.76188111436659,30.65688296918617,39.26343787040183,Total
2012,31,27.728422979594033,24.070965379278576,31.784560112195113,Total
2013,31,27.649507255962604,23.985264627291013,31.715236533332625,Total
2014,31,25.94159897530684,22.40180527560756,29.881901425027504,Total
2015,31,19.78941889591308,16.709665167216006,23.272332924486527,Total
2000,32,17.32612435487835,14.58439998431075,20.433512932323367,Total
2001,32,18.56178608515057,15.644246511183118,21.865516160505816,Total
2002,32,21.935801221757657,18.716412235026798,25.54999443106236,Total
2003,32,23.1145853033264,19.825728108272678,26.793150922985426,Total
2004,32,25.668842213626913,22.148565445903927,29.589637253748563,Total
2005,32,30.397137906351603,26.48703344171711,34.72189777240469,Total
2006,32,28.962866095015755,25.068951939669585,33.29022939428387,Total
2007,32,31.90382338997504,27.772245010811332,36.47677912876781,Total
2008,32,27.79943313329828,23.92763693956428,32.11930599435309,Total
2009,32,32.17508147190273,27.970274323032044,36.83359261431426,Total
2010,32,29.6160437776241,25.624588905180723,34.052998866128966,Total
2011,32,33.79784420031787,29.67339438543633,38.33522780753849,Total
2012,32,30.854840051192202,26.9958198119212,35.11071881068416,Total
2013,32,28.877317068912028,25.146077459621672,33.00618478907005,Total
2014,32,21.75710957474986,18.526126047102544,25.389534239688885,Total
2015,32,16.25959450452581,13.491780380278508,19.428140634935037,Total
2000,33,14.260035949670462,11.813257420878644,17.064259061736067,Total
2001,33,15.563441604294995,12.91413116286452,18.596326751425362,Total
2002,33,19.826665699090825,16.809536399649843,23.228997224705143,Total
2003,33,22.694756847578827,19.42061133144945,26.36285946006326,Total
2004,33,22.297041182635066,19.07119982475246,25.912240665969712,Total
2005,33,24.435860565220253,21.014591817908663,28.255371335172583,Total
2006,33,28.141190762445163,24.39403521998344,32.30106445329609,Total
2007,33,28.324599915026198,24.478877768288047,32.60306122626635,Total
2008,33,30.29286551297643,26.287765247061404,34.735665574693954,Total
2009,33,28.67764525002102,24.754661122540927,33.045724764839314,Total
2010,33,26.415964404106234,22.626192118937823,30.65892409263262,Total
2011,33,31.88064365971828,27.74272643667756,36.46171125729412,Total
2012,33,28.650011460004585,24.86211729503101,32.85186792116343,Total
2013,33,23.453414817197384,20.107196951648735,27.197340845746535,Total
2014,33,19.563256987499614,16.51869999623021,23.006366791012926,Total
2015,33,18.44015161304217,15.481723310747324,21.799274869717422,Total
2000,34,16.229116945107396,13.616284402334475,19.197228483381583,Total
2001,34,17.332197948772052,14.561170309953583,20.477079022729686,Total
2002,34,18.759918021728097,15.840381688632412,22.06164112923473,Total
2003,34,20.061141181251763,17.027269194600674,23.479677090766366,Total
2004,34,23.090183089227633,19.786705297211217,26.78748740738554,Total
2005,34,19.544839771403552,16.542252204168637,22.93484872255898,Total
2006,34,23.66319651014643,20.305436165087965,27.417633506498774,Total
2007,34,24.758741365736682,21.255026591503835,28.67513805887292,Total
2008,34,27.670492245018586,23.88528251352261,31.885165705361903,Total
2009,34,27.48932767278586,23.69039744642956,31.72414445230387,Total
2010,34,26.485943745052587,22.727641202517663,30.688241901901097,Total
2011,34,28.2658448296299,24.34951118529186,32.63281616896211,Total
2012,34,25.310540866788674,21.638330260442753,29.42738002353951,Total
2013,34,22.47714939486209,19.139238208003423,26.229787197181693,Total
2014,34,23.805861859130818,20.43699311588317,27.57152980182286,Total
2015,34,20.166756370892024,17.078469471537083,23.652110525348075,Total
2000,35,13.073449013548847,10.74478513101922,15.757041481676296,Total
2001,35,14.555839840588456,12.027772103408385,17.458343379577023,Total
2002,35,18.189801166656213,15.349664593388072,21.403099568234435,Total
2003,35,17.457293811389345,14.646728976997823,20.650024220806227,Total
2004,35,19.258757564555612,16.29062810521693,22.6112334671913,Total
2005,35,23.61904460304831,20.28560299291089,27.343945685349276,Total
2006,35,19.07381696920941,16.115111384065806,22.418425913499373,Total
2007,35,23.14525375977355,19.83389708968861,26.851376242223463,Total
2008,35,23.851521505197415,20.420114899484687,27.694528703740467,Total
2009,35,28.60845856758315,24.76219275212516,32.8828695753838,Total
2010,35,26.995503194712402,23.235675214909975,31.190449942805333,Total
2011,35,29.597430105967767,25.618201956605503,34.01960408464246,Total
2012,35,24.951770054224454,21.27904637472391,29.076352663854927,Total
2013,35,23.50401439583455,19.97124820571599,27.481645619387628,Total
2014,35,22.168868216535465,18.856942262320317,25.895043646465314,Total
2015,35,21.20022613574545,18.033010809803176,24.763590803908766,Total
2000,36,14.022051773729627,11.596618856565158,16.805061026205237,Total
2001,36,14.647282178013304,12.11370143570653,17.554383255860042,Total
2002,36,17.91883394754418,15.102353522573937,21.108127820247383,Total
2003,36,16.18281309979903,13.510871177504951,19.2285184580201,Total
2004,36,18.862549754786855,15.936615664110182,22.17011282534669,Total
2005,36,25.093715375498494,21.695086557945842,28.873733601419136,Total
2006,36,24.888921664423588,21.46692368779781,28.701347520075625,Total
2007,36,18.592808456629047,15.680118632171688,21.88961203620189,Total
2008,36,23.634572333741406,20.2899434996197,27.373145291236327,Total
2009,36,25.600823654607527,22.044526191711437,29.56750325581206,Total
2010,36,22.07059706013877,18.711996776211343,25.85799577389649,Total
2011,36,26.5374104179129,22.812045492919985,30.697685406860554,Total
2012,36,27.078823312921987,23.27745396333592,31.3239757066476,Total
2013,36,22.50930029535852,19.02899999607366,26.44189338291728,Total
2014,36,18.83782575609202,15.692411931216338,22.42883152669201,Total
2015,36,17.1002673480822,14.21199402891104,20.403040763024926,Total
2000,37,10.009765625,7.961063655750041,12.424758439461446,Total
2001,37,11.890155204472723,9.608455721705884,14.550538690923293,Total
2002,37,15.00213780463716,12.438263155742032,17.938879461492295,Total
2003,37,15.78338185261829,13.147978588711222,18.79212691938939,Total
2004,37,17.190948777246714,14.432935151700534,20.322512825837293,Total
2005,37,18.54177269576915,15.646679655224432,21.81724822295405,Total
2006,37,21.45627737441975,18.325423435852617,24.968622719913384,Total
2007,37,19.29113605106508,16.298720213679744,22.673852068842887,Total
2008,37,21.62955524227033,18.482449969985772,25.158915279133073,Total
2009,37,20.685485154186424,17.566819861553128,24.198210710454312,Total
2010,37,20.595443292727598,17.421305928965907,24.18060329650909,Total
2011,37,23.069314639498703,19.633212717348407,26.93376344525465,Total
2012,37,22.309274053286877,18.903671565505547,26.151200863103213,Total
2013,37,25.13419866788747,21.47716696953002,29.235421986786363,Total
2014,37,24.61044850263651,20.966576375970664,28.705570434705212,Total
2015,37,21.466969191917688,18.10402255192554,25.273407635016962,Total
2000,38,9.899749373433583,7.837724806966775,12.338041499332796,Total
2001,38,12.748778242085132,10.361577867888581,15.521180067240849,Total
2002,38,15.788669293059174,13.142349262100781,18.81148669229053,Total
2003,38,16.24315756987369,13.571115504921554,19.287430605641994,Total
2004,38,11.903225523522654,9.630420266974333,14.551075941771364,Total
2005,38,17.281192552557368,14.51831952650397,20.416818833458784,Total
2006,38,18.14402007597489,15.282556833179536,21.385676181501996,Total
2007,38,16.917264324565405,14.15453516205489,20.06171705260974,Total
2008,38,22.15312660577397,18.939013287785095,25.75640239253436,Total
2009,38,21.968732455526165,18.799329612949307,25.519489375033938,Total
2010,38,20.018454098082472,16.952877839836052,23.478177658646977,Total
2011,38,22.245895908551404,18.94232642514438,25.959925141812608,Total
2012,38,22.218182552667194,18.84766049872717,26.01753115369706,Total
2013,38,22.58498333257561,19.15881720805722,26.44705551717035,Total
2014,38,16.880612243373612,13.912013686919874,20.2951515641546,Total
2015,38,18.63464134375459,15.487208832325093,22.23376624480754,Total
2000,39,10.514168483138864,8.362230217707955,13.050855383519444,Total
2001,39,12.299260854097705,9.92709087080742,15.067425477103226,Total
2002,39,13.241116881781252,10.80782875826842,16.058705127658655,Total
2003,39,15.015393933276133,12.439008880183755,17.968157506458823,Total
2004,39,16.119398509018115,13.457926960604503,19.15316884965357,Total
2005,39,17.636640182520463,14.845779098244952,20.799718844843543,Total
2006,39,20.04090850448478,17.05587815963034,23.39805483269938,Total
2007,39,19.01121278778383,16.081234540535483,22.32059723469248,Total
2008,39,19.726316571514943,16.733813251781797,23.099551672621832,Total
2009,39,19.39714206702761,16.39803154580597,22.786010926132807,Total
2010,39,19.505234332292197,16.527680046655316,22.864271588905336,Total
2011,39,18.831692412154133,15.861777508435537,22.19620978094281,Total
2012,39,22.12361848373015,18.828375032210047,25.82964930278482,Total
2013,39,16.29613392249386,13.430320826343742,19.592447424210054,Total
2014,39,17.58883460779097,14.58289187204397,21.03193478197207,Total
2015,39,19.82766331733206,16.601288150237718,23.49802227690131,Total
2000,40,11.750567498998532,9.424298740966325,14.477027806443353,Total
2001,40,11.81541871399353,9.4636660305109,14.57427533219305,Total
2002,40,10.407705390796163,8.239878369441247,12.971106255383447,Total
2003,40,13.637895852793068,11.165591687422712,16.494642176086757,Total
2004,40,14.034324670825546,11.54523324417708,16.90094705019935,Total
2005,40,17.969205274460894,15.154207127268824,21.155433993436382,Total
2006,40,14.67579660098516,12.137283640397786,17.588557043398527,Total
2007,40,16.41517614361149,13.724693670326975,19.47892001272697,Total
2008,40,17.529089331821822,14.716826445868199,20.722250260130842,Total
2009,40,18.16214446323189,15.297822853452983,21.407038717215872,Total
