Year,Age,Incidence,Inc_LCI,Inc_UCI,CoB
2015,9,0.8827465422817938,0.2866253994637175,2.0600359594435638,UK born
2016,9,0,0,0.6004074658874626,UK born
2000,10,2.575444425128611,1.4720890159937552,4.1823603944230285,UK born
2001,10,2.0092145671147215,1.0698221367539136,3.4358181008840356,UK born
2002,10,1.4385752350871697,0.6578082023369389,2.730863904615936,UK born
2003,10,1.4614849986684249,0.6682840050824496,2.77435377216085,UK born
2004,10,2.0782011091199455,1.106554564929206,3.553787188714869,UK born
2005,10,2.6031814348041884,1.4569808879249373,4.293551897282945,UK born
2006,10,2.374017293802902,1.2640642246557772,4.059641873676509,UK born
2007,10,3.046324440322504,1.8054449292913448,4.814505965300332,UK born
2008,10,2.0196444079412417,1.043579737029207,3.527912335344611,UK born
2009,10,1.6050648713718845,0.7339378656878744,3.0469130949073384,UK born
2010,10,1.809008500530944,0.8674898914653572,3.326831040780076,UK born
2011,10,2.3448688857543805,1.2485439249865267,4.009797208191688,UK born
2012,10,1.921554460696525,0.921460053982697,3.5338070686336542,UK born
2013,10,2.3926527156608324,1.2739868019442704,4.09150901259987,UK born
2014,10,2.6636884093404136,1.4562632402058269,4.469216537287942,UK born
2015,10,1.7874985923448587,0.8571750544083172,3.2872735537827538,UK born
2016,10,0,0,0.6502863634801656,UK born
2000,11,3.2344664747549894,1.9756961518588394,4.99537113928819,UK born
2001,11,1.7515058970018997,0.874345433145313,3.1339278655515344,UK born
2002,11,0.9628284047217105,0.35334105524241644,2.095672089934381,UK born
2003,11,0.9440686526724223,0.346456556870043,2.054840007508286,UK born
2004,11,2.625455762711308,1.5006748165695014,4.263575673439405,UK born
2005,11,1.8824044808071752,0.9396895345561272,3.3681415898962714,UK born
2006,11,1.8638065707653466,0.930405524871116,3.334864791558982,UK born
2007,11,3.673047362109211,2.243592751866174,5.672723748762568,UK born
2008,11,2.906688461130736,1.6932531434309332,4.653889801611093,UK born
2009,11,2.8121237685973655,1.6073717106749137,4.566712820219338,UK born
2010,11,3.058373556942418,1.781615301511968,4.896752333971983,UK born
2011,11,3.2170259310162406,1.906613451171717,5.084287914442836,UK born
2012,11,2.113427662654676,1.092038913261797,3.6917328078254865,UK born
2013,11,1.7426662794074936,0.7968579915535549,3.308123429454773,UK born
2014,11,1.0611693378657054,0.38943044450453157,2.3097189002250893,UK born
2015,11,0.9013930127619223,0.2926798576733642,2.103550601377449,UK born
2016,11,0,0,0.6505008004320242,UK born
2000,12,2.081405364902382,1.1082606961826713,3.5592665636892233,UK born
2001,12,2.4444538601185726,1.3681422692978737,4.0317549013721274,UK born
2002,12,1.121187561865528,0.45077554970542677,2.3100748891950156,UK born
2003,12,1.7771143217643193,0.8871290665201096,3.179748411227801,UK born
2004,12,1.9944707134988846,1.0619716556567491,3.4106056621733094,UK born
2005,12,3.0697743554281693,1.8482046932595404,4.793832915669356,UK born
2006,12,3.960618252509217,2.537642847071694,5.893086013696016,UK born
2007,12,3.504029634079191,2.16904957101937,5.356281512897064,UK born
2008,12,2.290696424575296,1.2196993709401907,3.9171606497399845,UK born
2009,12,2.123589650604161,1.1307220516822594,3.6314029769719367,UK born
2010,12,3.0580874720949516,1.7814486465457624,4.896294284417714,UK born
2011,12,2.520265635998034,1.3778526754060958,4.228577493998271,UK born
2012,12,2.8413076408089912,1.624052815228259,4.614105600316975,UK born
2013,12,2.2250488583645147,1.1497152139054831,3.886712573413068,UK born
2014,12,2.069750595053296,1.033212039783775,3.703355538615328,UK born
2015,12,2.431474502249114,1.2946577682811915,4.157895449992776,UK born
2016,12,0,0,0.6361562857388613,UK born
2000,13,3.62234724808633,2.270105735036761,5.484277265510683,UK born
2001,13,4.451467871530637,2.957968072777928,6.433610481182722,UK born
2002,13,3.069452005886886,1.8480106177783846,4.7933295269305,UK born
2003,13,3.4301170813297097,2.1232965359208698,5.243298324623567,UK born
2004,13,3.4019776830263995,2.1058778048619424,5.20028426519605,UK born
2005,13,3.4225264467952705,2.144879102711514,5.181746170990237,UK born
2006,13,2.54982517761126,1.4574454024487125,4.140756341504612,UK born
2007,13,2.3001120483154964,1.2574926603918404,3.859197182335728,UK born
2008,13,4.163599481715136,2.6944620542582505,6.1462941795427986,UK born
2009,13,2.258905299739357,1.2027719358825029,3.8627968580640966,UK born
2010,13,3.657200612414866,2.291948152902506,5.537045677957759,UK born
2011,13,2.4088881088679774,1.316961544906079,4.041704928728843,UK born
2012,13,4.009228515091101,2.5125621653168224,6.0700201531389055,UK born
2013,13,2.247734974756207,1.1968242082792384,3.8436952621479485,UK born
2014,13,2.467294118540197,1.3137302053744886,4.219148084745646,UK born
2015,13,1.8952890694888782,0.9088647779730327,3.485504079044504,UK born
2016,13,0,0,0.7098981889429956,UK born
2000,14,3.034952536714495,1.798705218499642,4.79653345487666,UK born
2001,14,2.705078785419625,1.5461862537434106,4.392878473923202,UK born
2002,14,4.253968461732281,2.7788334335082383,6.233049421807973,UK born
2003,14,3.1496271836033722,1.896281312162324,4.918532998409538,UK born
2004,14,3.6783515634666117,2.3052033413191926,5.569068472033701,UK born
2005,14,4.215482494398272,2.7536931218884617,6.1766585626380195,UK born
2006,14,1.7193732728113942,0.8583049429225657,3.0764337249287173,UK born
2007,14,2.855242561253351,1.66328401091161,4.571519932264678,UK born
2008,14,3.270710136584855,1.9978347220884052,5.051346535447073,UK born
2009,14,2.6930722399796676,1.5393234756186953,4.373380596340612,UK born
2010,14,2.939498210364325,1.7123660314366,4.706421388464476,UK born
2011,14,3.460465997278981,2.0834265833665846,5.403946310248188,UK born
2012,14,3.3199306503375263,1.9676013096018898,5.24692173586779,UK born
2013,14,3.4482508293950676,2.076072254351463,5.384870812477877,UK born
2014,14,2.294096055566536,1.2215095312639066,3.9229741222715924,UK born
2015,14,2.8965133703057173,1.621156545499072,4.777358316369904,UK born
2016,14,0,0,0.6961016757018677,UK born
2000,15,2.1851567345690115,1.1635039309295159,3.7366845655923333,UK born
2001,15,3.888524457128172,2.464990944310359,5.83469593342052,UK born
2002,15,3.661796477351789,2.294828356990138,5.544003872703511,UK born
2003,15,2.0084724060997305,1.037807000651451,3.5083970964480087,UK born
2004,15,2.035036545864636,1.0515330793023585,3.554799302690819,UK born
2005,15,4.307973727987911,2.8141114664336504,6.312179649649899,UK born
2006,15,2.578478407660659,1.4738231991570832,4.187287391975606,UK born
2007,15,5.167278910925507,3.556917040547455,7.25678076475247,UK born
2008,15,6.023992702363127,4.195931636722218,8.377915589935295,UK born
2009,15,2.7173266939984444,1.553186991756569,4.412768310121864,UK born
2010,15,3.9294744755005806,2.4909497432250194,5.896141067250912,UK born
2011,15,3.839963670604577,2.434207571247134,5.761830910510988,UK born
2012,15,3.8312516865836233,2.428684920700533,5.748758656935237,UK born
2013,15,3.2295974665602096,1.9140641398773697,5.104156360517809,UK born
2014,15,5.641923495517401,3.833413287119644,8.008260049585004,UK born
2015,15,2.9955086092789625,1.7121919921894968,4.864518312398027,UK born
2016,15,0,0,0.713586727919763,UK born
2000,16,3.2209576980888985,1.9089436655213525,5.0905018015045425,UK born
2001,16,4.549567538330106,2.998193675387476,6.619381906734217,UK born
2002,16,4.923440500221555,3.297305373434123,7.070881828699344,UK born
2003,16,3.372795035245708,2.0601908302816194,5.209008381846706,UK born
2004,16,2.9288485069381167,1.7358212459320779,4.628843343626824,UK born
2005,16,2.630622750612031,1.5036281965998417,4.271966538077599,UK born
2006,16,5.202878702435618,3.535103651269813,7.385071011447805,UK born
2007,16,2.2408676639594853,1.22510320416875,3.7597951721843628,UK born
2008,16,5.301172884500695,3.625998328686728,7.483674388612496,UK born
2009,16,5.607752973383565,3.8601191176336362,7.875370114953718,UK born
2010,16,2.8676253531817992,1.6704974435300954,4.591345981682049,UK born
2011,16,3.5654982019701924,2.2070995833590024,5.450242748446188,UK born
2012,16,3.4130799462781214,2.084797900512806,5.271225159633947,UK born
2013,16,4.250962665920387,2.723671991237077,6.32509548614243,UK born
2014,16,3.427561200007216,2.063615745921515,5.35256139331907,UK born
2015,16,4.425930286286874,2.8642287193003004,6.533546196537925,UK born
2016,16,0,0,0.6942309487908309,UK born
2000,17,5.917265864548405,4.0731735503110755,8.310041289815002,UK born
2001,17,5.841931926888222,3.9958771133708244,8.247064808826515,UK born
2002,17,2.4404529480671613,1.3342183362213071,4.0946653654117355,UK born
2003,17,3.2425974912535196,1.95225551060103,5.063717650240738,UK born
2004,17,4.559824902723736,3.00495334315634,6.6343058333944835,UK born
2005,17,5.489332397374436,3.7786038419887076,7.709063597936225,UK born
2006,17,4.1571191496862205,2.6902683250516852,6.136727931106619,UK born
2007,17,4.576581463150044,3.015996022063322,6.658685749061307,UK born
2008,17,6.367430105209538,4.527865260188946,8.704486567307468,UK born
2009,17,7.814598647097609,5.761868148751413,10.361024067682122,UK born
2010,17,3.043527516025018,1.8037872946928533,4.8100856190835914,UK born
2011,17,4.055807916937054,2.598632661199178,6.034720688972462,UK born
2012,17,5.404001401553912,3.671756767490548,7.67054862873443,UK born
2013,17,4.145313981625896,2.6559808857303544,6.167898618358768,UK born
2014,17,5.0775286092474055,3.4005005983688763,7.292178056424753,UK born
2015,17,5.365015290293577,3.5930349405959485,7.705056885550643,UK born
2016,17,0,0,0.6721131267880971,UK born
2000,18,7.741821318763963,5.579623845635032,10.464693383045164,UK born
2001,18,5.980200101119747,4.116494582977058,8.398424356660817,UK born
2002,18,7.094966121536769,5.068747816841493,9.661330122385342,UK born
2003,18,5.44462139463977,3.724117003430888,7.68618088383568,UK born
2004,18,4.9917549977795295,3.343056664603626,7.1689928426128215,UK born
2005,18,5.1901318293484655,3.5017601504136397,7.409235907893786,UK born
2006,18,4.930269554270764,3.3264321646547197,7.038266352029079,UK born
2007,18,4.222502221036168,2.7325808014358746,6.233246242400402,UK born
2008,18,6.629585186854859,4.736272854134039,9.027613376511393,UK born
2009,18,7.068043894196315,5.115178412544822,9.520608741096504,UK born
2010,18,5.0404209239254145,3.4247214727039834,7.154475162634671,UK born
2011,18,5.517370521525269,3.7979039965374044,7.7484395487073945,UK born
2012,18,7.094103280009323,5.112805655770073,9.589166760155235,UK born
2013,18,6.301605035833991,4.436911492612821,8.68593245734168,UK born
2014,18,5.693670191566122,3.9192605773260514,7.9960298329631225,UK born
2015,18,4.4979041496625705,2.938180323675469,6.590471723428203,UK born
2016,18,0,0,0.6479698600932965,UK born
2000,19,4.7919642445744826,3.130270140643476,7.021337894876289,UK born
2001,19,5.138892854083992,3.3865627719121014,7.476819300380106,UK born
2002,19,6.0989358281061135,4.198226794053691,8.565173462822235,UK born
2003,19,4.899061194717723,3.2285121971681203,7.127876827651407,UK born
2004,19,5.918694544878502,4.098868029574719,8.270782380952094,UK born
2005,19,5.9318816606556934,4.131772921217792,8.24981142871625,UK born
2006,19,6.748911089153115,4.799135531881074,9.225983630573754,UK born
2007,19,5.3457086488554335,3.656460758536773,7.546545599633229,UK born
2008,19,4.315624885884919,2.8191094567950077,6.323390368707906,UK born
2009,19,5.433807172296146,3.740382831924084,7.631085537867756,UK born
2010,19,6.0533777029558475,4.262136542458887,8.343783776936439,UK born
2011,19,5.3559169086296805,3.6867667583767085,7.521698648388808,UK born
2012,19,4.8440143850523745,3.244112457560243,6.956812678386941,UK born
2013,19,4.68225858776392,3.111326827645649,6.767167324401623,UK born
2014,19,4.295953383750642,2.7801145211522993,6.341674648123676,UK born
2015,19,4.12194074710176,2.641005213342458,6.133121098111328,UK born
2016,19,0,0,0.6436947530992997,UK born
2000,20,5.7411553797403885,3.9008365380354975,8.149111788304854,UK born
2001,20,3.780480120975364,2.340176779584721,5.778865448201731,UK born
2002,20,8.055853920515574,5.805950923062317,10.889174232486315,UK born
2003,20,4.164474008003362,2.6098536891995527,6.305063695085777,UK born
2004,20,3.9071102302353506,2.4485651798744064,5.915411842650946,UK born
2005,20,3.639243522579773,2.2527490991271337,5.562970304629532,UK born
2006,20,6.988084463783825,5.014770061078463,9.480125643327304,UK born
2007,20,4.196457141058661,2.6887492729964038,6.24399558563364,UK born
2008,20,5.4949866832432095,3.7585668235516096,7.757281643725751,UK born
2009,20,4.252959209017635,2.7522909581796866,6.278206764847143,UK born
2010,20,4.800474088199607,3.214952837419188,6.894281549226642,UK born
2011,20,4.64984278721197,3.114072691080148,6.677949874468129,UK born
2012,20,6.847896526613264,4.914168777008317,9.289944877061036,UK born
2013,20,6.247815375367059,4.3990386076331465,8.611790495879115,UK born
2014,20,4.092448409572237,2.62210891619799,6.089238837634361,UK born
2015,20,4.390941312434794,2.841585700254907,6.481895568930817,UK born
2016,20,0,0,0.6399149737215047,UK born
2000,21,7.24015006163654,5.123561095472077,9.937671628568795,UK born
2001,21,7.278129035629242,5.175461226128946,9.949441985069171,UK born
2002,21,5.868996658340027,4.014389369648588,8.285272134264389,UK born
2003,21,5.654086627902735,3.8416775454591945,8.025524645114645,UK born
2004,21,5.619113978107932,3.791192604762933,8.021634599283686,UK born
2005,21,7.333763330055079,5.215022648059557,10.025495897010055,UK born
2006,21,5.843410351773303,4.0467315373277515,8.165580267010014,UK born
2007,21,7.201295530630095,5.167774003754383,9.769370530495715,UK born
2008,21,6.923191626843522,4.92306603117149,9.464230862848531,UK born
2009,21,4.272978368474307,2.7652463026481056,6.3077589933427625,UK born
2010,21,5.084538934009464,3.430517067343179,7.258495484049405,UK born
2011,21,4.428690698601354,2.918535076339929,6.4435124512084725,UK born
2012,21,5.96978371014404,4.245099800920951,8.160890854878057,UK born
2013,21,6.943390376783886,5.024966043909223,9.352701271186808,UK born
2014,21,4.45486960082655,2.910068727602944,6.5274161384719145,UK born
2015,21,5.414835634356455,3.7037435654466755,7.6441322775679375,UK born
2016,21,0,0,0.6207778831798759,UK born
2000,22,4.8578177468226835,3.1124954922864863,7.22804774298768,UK born
2001,22,6.2140869467277975,4.250430871445021,8.7724366560096,UK born
2002,22,6.0058150420936975,4.159201506500813,8.392524543505614,UK born
2003,22,4.008337341670675,2.5120036716788396,6.0686709058706185,UK born
2004,22,4.042928550426345,2.5336817980427835,6.121042411629896,UK born
2005,22,6.353139244929401,4.44966062188678,8.795422649512517,UK born
2006,22,4.490312151533067,2.8770277229414654,6.681228548235906,UK born
2007,22,6.561400522074679,4.61983149030793,9.044026313331848,UK born
2008,22,7.376149306985041,5.3381558274954,9.935624710165985,UK born
2009,22,7.173362679968297,5.1477289078564565,9.731476464500588,UK born
2010,22,4.556792827945629,3.00295518677193,6.629894323782422,UK born
2011,22,6.2782414815292436,4.42046139426271,8.653728875317658,UK born
2012,22,3.974918265743161,2.5468051353768493,5.914363299870021,UK born
2013,22,5.205325698855642,3.560438924658533,7.3483667606478145,UK born
2014,22,5.215752877628658,3.5675711072203242,7.363086825891727,UK born
2015,22,4.0813394629610285,2.6412277073694828,6.0248621646004805,UK born
2016,22,0,0,0.6220665381875898,UK born
2000,23,5.236556189295222,3.3888230625955567,7.7301899398488025,UK born
2001,23,5.031845777797561,3.2869687223555886,7.372819920521033,UK born
2002,23,5.0407720911836895,3.2927996866183666,7.3858990378183975,UK born
2003,23,5.99797159506058,4.128727661687108,8.423382141524737,UK born
2004,23,4.347160782349832,2.81325324955995,6.417266870032128,UK born
2005,23,7.62103842092084,5.492574156782488,10.301429993230096,UK born
2006,23,5.736041701023167,3.923448277266734,8.09757940463839,UK born
2007,23,7.548037869584284,5.439961780416382,10.202754454868241,UK born
2008,23,6.114129213129553,4.2342122186506606,8.54388274092872,UK born
2009,23,6.566237787661694,4.646660661184921,9.012674380140174,UK born
2010,23,4.9413566847732096,3.283495631462594,7.141636214368087,UK born
2011,23,6.669744110001632,4.7199078952562585,9.15474489444421,UK born
2012,23,4.981071926678621,3.3359020442229754,7.153650170487765,UK born
2013,23,5.404193972416358,3.7425614265438543,7.551819400611803,UK born
2014,23,4.915461738506652,3.362172190358101,6.939165336074799,UK born
2015,23,3.4648506649363413,2.1714034648868275,5.245825545891198,UK born
2016,23,0,0,0.6118153471512813,UK born
2000,24,5.097929260349287,3.330136647169637,7.46964753370516,UK born
2001,24,7.200460829493087,5.015384793145112,10.01409796105231,UK born
2002,24,5.519764700316204,3.6678435572237027,7.977596840973252,UK born
2003,24,3.6142355226089458,2.1760058825234085,5.644076471818589,UK born
2004,24,3.795752372345232,2.3496305438908607,5.802210706722709,UK born
2005,24,4.410711324236682,2.85437980949773,6.511080006339139,UK born
2006,24,5.828025883719956,3.9863653901379905,8.22743362505404,UK born
2007,24,7.86896034938184,5.717598636191914,10.56371198179905,UK born
2008,24,4.78167954654965,3.1235518344355118,7.006268429351609,UK born
2009,24,5.035613945525076,3.372429690248609,7.231981607608741,UK born
2010,24,3.940974483046956,2.498239761527296,5.913396725021595,UK born
2011,24,6.011049723756907,4.162826675725484,8.39983948644475,UK born
2012,24,5.8911451039534635,4.103398416884318,8.193156739652299,UK born
2013,24,3.211971525027175,1.933816678308666,5.0158914102728325,UK born
2014,24,4.510471812056992,2.972429345424423,6.562499677611871,UK born
2015,24,3.102117039773794,1.8948536786305932,4.79096817114296,UK born
2016,24,0,0,0.5955530565049524,UK born
2000,25,4.762944293397369,3.0517082805148865,7.086883564617914,UK born
2001,25,6.4729370547327285,4.427484153700814,9.137855774754021,UK born
2002,25,4.194603091201709,2.525425071002871,6.550392321577172,UK born
2003,25,6.886317996836737,4.678918976724657,9.774578713557775,UK born
2004,25,6.880696812213642,4.7650825652395845,9.615084125666437,UK born
2005,25,5.354580307995459,3.6127128483905766,7.643996336540309,UK born
2006,25,5.811768443647156,3.921175763651053,8.296660828062253,UK born
2007,25,5.490505492539014,3.618277716227245,7.988397228954504,UK born
2008,25,6.492369498454619,4.469048429678753,9.117700613070378,UK born
2009,25,6.903230136434674,4.83493751949975,9.55698031414226,UK born
2010,25,5.545348007556461,3.7414230141962608,7.91632908956618,UK born
2011,25,6.177458981672362,4.302826523276623,8.591350034078934,UK born
2012,25,8.026913348578523,5.854885676817645,10.740641599560268,UK born
2013,25,4.520221908124752,2.952759024465934,6.623172410499611,UK born
2014,25,6.305848489007422,4.366983390501217,8.811791212466868,UK born
2015,25,4.539882871021928,2.9656022181861315,6.651980276500697,UK born
2016,25,0,0,0.6802824959592841,UK born
2000,26,3.907124108021326,2.448573877008992,5.915432853785691,UK born
2001,26,4.306027502410439,2.7296520611914,6.461155493430132,UK born
2002,26,5.3176089666704085,3.5043378162283134,7.736841861234452,UK born
2003,26,4.489287437851427,2.742173395450993,6.933340344704234,UK born
2004,26,5.5136022609853415,3.63349863217019,8.02200181441666,UK born
2005,26,4.936185000315915,3.19443866648554,7.286782811321311,UK born
2006,26,6.744883003624008,4.749020090109091,9.296932744753725,UK born
2007,26,5.476958059721507,3.668004770156232,7.865825375424056,UK born
2008,26,6.733780007407158,4.716256732342574,9.322389910035985,UK born
2009,26,7.499837841343971,5.280577967322198,10.337538541449948,UK born
2010,26,6.01192547398567,4.138332869880041,8.442978575532427,UK born
2011,26,6.2228457639391745,4.283520692419788,8.739189081954745,UK born
2012,26,6.673340006673341,4.673925298875768,9.238715472738699,UK born
2013,26,4.939247258717772,3.282093933168021,7.138587506397771,UK born
2014,26,3.5270009558172593,2.1543838127239994,5.447166919318901,UK born
2015,26,5.106937510456014,3.4201962010632876,7.334414144206987,UK born
2016,26,0,0,0.646521909398786,UK born
2000,27,4.904974870762671,3.2593201802679053,7.089054363460074,UK born
2001,27,4.680894088218002,3.0292278486665674,6.909923064362363,UK born
2002,27,3.7201896552686256,2.272388489250316,5.745531197077902,UK born
2003,27,6.9094175361017065,4.839271098158875,9.56554628335448,UK born
2004,27,5.460532948015726,3.567001414613298,8.000945949780954,UK born
2005,27,6.3821427645448034,4.365380926424776,9.009681327529666,UK born
2006,27,5.631811579004606,3.771712602352919,8.088220859955603,UK born
2007,27,7.071410640351591,5.051919435734838,9.629254242666786,UK born
2008,27,5.934821693518825,4.110036548826524,8.293318454712615,UK born
2009,27,5.285611809566957,3.5122506618072133,7.639180719460149,UK born
2010,27,8.418894243721375,6.140799231492365,11.265142877420676,UK born
2011,27,7.567479770834564,5.430554136726877,10.26614080047969,UK born
2012,27,5.914228895443826,4.0453281863434105,8.349126556998469,UK born
2013,27,5.942048818432595,4.0902329954281935,8.344845771272407,UK born
2014,27,4.8407639059289345,3.241935560676961,6.9521444481590216,UK born
2015,27,4.628640603859574,3.023581716085655,6.782030919875566,UK born
2016,27,0,0,0.6779645061603121,UK born
2000,28,3.32382613540318,2.0575007651251798,5.080821322968808,UK born
2001,28,3.5274443184897404,2.2106305743207844,5.3405930895963225,UK born
2002,28,4.805630720548877,3.1391975364851508,7.041362448639825,UK born
2003,28,5.868089141952862,3.9870818710386806,8.32928413159829,UK born
2004,28,4.655086053920793,3.0125262496260707,6.871825314642921,UK born
2005,28,6.1642146790498895,4.158969758654746,8.79979974414557,UK born
2006,28,4.099488735190597,2.5376481397254484,6.26650400187081,UK born
2007,28,6.633965120952793,4.594213696518001,9.270301317662172,UK born
2008,28,5.918845233294984,4.048485758016255,8.355643448655954,UK born
2009,28,5.315835375223223,3.6360274614867003,7.504373450628426,UK born
2010,28,7.346445514168538,5.248408381888251,10.003773678784768,UK born
2011,28,8.260766196138798,5.928068445173754,11.206662119699493,UK born
2012,28,6.287523039280851,4.379490172155931,8.744422494436991,UK born
2013,28,6.655624668407271,4.635886444112675,9.25636275228774,UK born
2014,28,4.093925326802039,2.595197476191988,6.14289808881914,UK born
2015,28,4.49863570221108,2.9386581980881386,6.591543617409205,UK born
2016,28,0,0,0.61162362514718,UK born
2000,29,4.3819537011253145,2.977324941535105,6.219833500353915,UK born
2001,29,4.593568697585467,3.0992615105523336,6.557604943109825,UK born
2002,29,5.500389880576829,3.809179889372967,7.686243540310271,UK born
2003,29,4.270810377727553,2.7638432933464747,6.304558611325568,UK born
2004,29,5.584166905344769,3.794170486262382,7.926279180108976,UK born
2005,29,5.073621877457535,3.3713848914530367,7.332796243937601,UK born
2006,29,3.7400175977670127,2.2517349084122316,5.840500763078862,UK born
2007,29,4.5834678135521685,2.9367143133461915,6.819836789157272,UK born
2008,29,5.460104834012813,3.6839098029668245,7.794639158926846,UK born
2009,29,6.883648686811635,4.89494713524366,9.410174362085721,UK born
2010,29,4.288083758282434,2.7750217144838305,6.330057528508101,UK born
2011,29,5.12520885226073,3.457956890402691,7.316554321201565,UK born
2012,29,4.409272170261399,2.853448464925884,6.508955531172737,UK born
2013,29,4.872058074932253,3.262893756801634,6.997088094972638,UK born
2014,29,4.76429110877406,3.1396978613211513,6.9317934283066105,UK born
2015,29,4.374467913277856,2.8575476759118814,6.409609037503495,UK born
2016,29,0,0,0.6303837202423076,UK born
2000,30,5.193251919929498,3.574795664851101,7.293256526055849,UK born
2001,30,5.650064087869797,3.9354766559562586,7.857871406007643,UK born
2002,30,3.2805331522479033,2.003834875250173,5.066517386444279,UK born
2003,30,4.465681239673112,2.917131249050414,6.543257694390249,UK born
2004,30,3.847123025223662,2.3499226892551675,5.94156949205946,UK born
2005,30,5.993627420652107,4.072379040699022,8.50747569743565,UK born
2006,30,5.382824560290519,3.5768478286757546,7.7796802108660374,UK born
2007,30,4.470552470874351,2.7307295909006255,6.904405707705131,UK born
2008,30,3.617621647847941,2.1073979234016047,5.7921627027265385,UK born
2009,30,6.632086032223899,4.565222862755981,9.313914572535786,UK born
2010,30,4.730687423467485,3.0902420866691664,6.931553154390538,UK born
2011,30,3.945537238697829,2.47264718149285,5.9735907952634255,UK born
2012,30,5.07219766151399,3.28245888939755,7.487564330181882,UK born
2013,30,4.732325279464383,2.9998882835948146,7.100811469270344,UK born
2014,30,5.571629263788787,3.702307182995692,8.052555575662366,UK born
2015,30,3.8231530146567616,2.301787860154442,5.970327014718254,UK born
2016,30,0,0,0.6739439623707992,UK born
2000,31,4.687566376672326,3.2062919315680585,6.6174450828777065,UK born
2001,31,2.9722330856472428,1.7894784770225634,4.641510140255862,UK born
2002,31,2.8834975915206957,1.7360539129618884,4.502938674317385,UK born
2003,31,4.5468126843083,3.0213240084469275,6.571410282173278,UK born
2004,31,5.5510978557622925,3.821120341532109,7.79580526566533,UK born
2005,31,5.148613783411166,3.3929689255919997,7.490962742182609,UK born
2006,31,4.141772885883802,2.529902478934725,6.3966323043115025,UK born
2007,31,4.945383188070945,3.200391248616148,7.300361150954927,UK born
2008,31,6.683814603919303,4.541327746054254,9.487141311633668,UK born
2009,31,3.484419201763116,1.9916466393085004,5.658478484269144,UK born
2010,31,5.763475210881442,3.829787421597704,8.329826384215528,UK born
2011,31,6.406705182270762,4.436829582503716,8.95272833218448,UK born
2012,31,7.389014091627664,5.22890614303112,10.141999140397026,UK born
2013,31,4.850497952119765,3.1389865268357338,7.160291824879633,UK born
2014,31,4.301798542863512,2.695914244082018,6.512974691174907,UK born
2015,31,4.978974206839036,3.1901227223135766,7.408318951791747,UK born
2016,31,0,0,0.7039214906513988,UK born
2000,32,5.066699479577582,3.529141831759486,7.046552453959345,UK born
2001,32,3.832982222333608,2.5038312449373437,5.616207040469662,UK born
2002,32,4.248268830451591,2.8229437856714283,6.139931290816486,UK born
2003,32,4.1778573560131305,2.7761558722556745,6.038167105829333,UK born
2004,32,3.746768412244439,2.4006252192931195,5.574894402601694,UK born
2005,32,5.067644885602004,3.4432188338436704,7.193117403150566,UK born
2006,32,3.7822436269194886,2.3412684175590095,5.781561154366581,UK born
2007,32,4.491476934313127,2.8472110929803454,6.7394206961072625,UK born
2008,32,3.279252986169751,1.8743764200480253,5.325301403840201,UK born
2009,32,7.058129927716446,4.887960155729806,9.863029120017917,UK born
2010,32,4.38868596757559,2.750366130561335,6.644523296367014,UK born
2011,32,7.0821087187007254,4.9045661655530965,9.896537076964423,UK born
2012,32,6.613165561493503,4.656278855226372,9.115377601374615,UK born
2013,32,4.864932630038713,3.17793551262288,7.128253486028292,UK born
2014,32,4.126101153245273,2.585805625419336,6.246966731832541,UK born
2015,32,2.544892889373506,1.3550482826874468,4.351844346160026,UK born
2016,32,0,0,0.7617465306492579,UK born
2000,33,3.806417326811672,2.4864781732119483,5.5772833135631465,UK born
2001,33,3.272115035666054,2.050617072145617,4.95402148695694,UK born
2002,33,3.7795066080893536,2.445897398161848,5.57929732887609,UK born
2003,33,3.8408849398901506,2.460927454435336,5.714932335410591,UK born
2004,33,4.761626817482236,3.2352944035742697,6.758749182574407,UK born
2005,33,3.748193126465666,2.3760329184319327,5.624130035385067,UK born
2006,33,3.707935994283037,2.323743746604645,5.613859655823523,UK born
2007,33,5.417167002230067,3.6549398281712397,7.733342734190027,UK born
2008,33,5.387070288263988,3.6078055188766536,7.736731541591265,UK born
2009,33,3.3096595333769425,1.927998642963136,5.299085524699134,UK born
2010,33,4.384618757399044,2.714148117448525,6.702355528888037,UK born
2011,33,5.199356820304451,3.426408906645505,7.564791196749842,UK born
2012,33,4.144093912702778,2.597081591978091,6.274207985880929,UK born
2013,33,4.503449642426098,2.914395159301303,6.647980058280108,UK born
2014,33,4.812168122347524,3.143467984385688,7.050941256961454,UK born
2015,33,4.289636238846946,2.7192614061510927,6.436560550049431,UK born
2016,33,0,0,0.702619615730115,UK born
2000,34,5.1452312995853795,3.603656746943978,7.123168903542089,UK born
2001,34,3.822687376530611,2.5401480002372154,5.524847596726714,UK born
2002,34,4.186770383075053,2.803945834386946,6.012900657840751,UK born
2003,34,3.303878753656793,2.07052322510071,5.002112137718468,UK born
2004,34,4.5852339655158785,3.0708031491937,6.585160829229537,UK born
2005,34,2.6835191670356506,1.5904235309446324,4.241117218730365,UK born
2006,34,4.466350831857842,2.96785769183097,6.4551205026667615,UK born
2007,34,4.725197195513996,3.164538720962104,6.786171374525091,UK born
2008,34,3.1146448872238994,1.8459359560488178,4.922481726123736,UK born
2009,34,3.668937127258918,2.2410821136387136,5.66637582439634,UK born
